x,y,x_scaled,y_scaled
1610.000000,661.480000,1582.162374,254.350881
1600.800000,651.360000,1571.220563,245.060139
1576.880000,647.680000,1547.035596,246.070435
1604.480000,678.040000,1579.861030,273.942661
1636.680000,681.720000,1612.177730,271.166161
1625.640000,692.760000,1603.415293,285.797306
1623.800000,682.640000,1599.701690,274.936606
1611.840000,680.800000,1587.609206,275.441754
1598.960000,696.440000,1577.906332,295.580475
1598.960000,679.880000,1574.786520,277.166164
1589.760000,672.520000,1564.364677,270.944474
1579.640000,673.440000,1554.599214,274.126185
1569.520000,685.400000,1546.913626,289.584103
1559.400000,677.120000,1535.414934,282.535640
1542.840000,691.840000,1521.924633,302.436324
1530.880000,692.760000,1510.352118,306.010524
1537.320000,660.560000,1510.610499,268.831205
1518.920000,671.600000,1494.619854,285.032309
1512.480000,675.280000,1488.988464,290.498092
1508.800000,658.720000,1482.254549,272.868760
1490.400000,669.760000,1466.263904,289.069864
1487.640000,669.760000,1463.553326,289.658599
1486.720000,644.000000,1457.796759,261.210360
1476.600000,636.640000,1446.471390,255.184915
1464.640000,646.760000,1436.632104,268.989287
1452.680000,638.480000,1423.326361,262.333315
1445.320000,621.000000,1412.805018,244.465945
1411.280000,624.680000,1380.067849,255.819073
1394.720000,584.200000,1356.178175,214.338719
1353.320000,586.960000,1316.039475,226.238789
1290.760000,553.840000,1248.360085,202.754815
1405.760000,595.240000,1369.100361,224.259989
1426.920000,573.160000,1385.721709,195.193943
1421.400000,575.920000,1380.820522,199.440464
1426.920000,554.760000,1382.255252,174.733597
1414.040000,552.000000,1369.085920,174.411973
1404.840000,555.680000,1360.743951,180.466491
1397.480000,542.800000,1351.089223,167.714207
1400.240000,534.520000,1352.239895,157.918317
1403.000000,519.800000,1352.177307,140.961306
1392.880000,523.480000,1342.931813,147.212069
1397.480000,512.440000,1345.369568,133.954637
1406.680000,486.680000,1349.551787,103.347705
1395.640000,489.440000,1339.229444,108.771695
1393.800000,483.920000,1336.382455,103.026081
1403.000000,461.840000,1341.257966,76.511218
1403.000000,453.560000,1339.698060,67.304062
1393.800000,462.760000,1332.396029,79.496683
1408.520000,444.360000,1343.385987,55.896420
1416.800000,418.600000,1346.664680,25.485733
1410.360000,425.960000,1341.726581,35.043585
1419.560000,415.840000,1348.855289,21.827947
1420.480000,402.040000,1347.158972,6.286443
1419.560000,405.720000,1346.948738,10.574757
1345.040000,371.680000,1267.350187,-11.381051
1389.200000,385.480000,1313.319277,-5.455544
1414.040000,368.920000,1334.594667,-29.168466
1410.360000,373.520000,1331.847177,-23.268400
1423.240000,379.040000,1345.536478,-19.877724
1440.720000,350.520000,1357.330462,-55.319911
1464.640000,346.840000,1380.128846,-64.514346
1460.040000,357.880000,1377.691091,-51.256914
1475.680000,347.760000,1391.144480,-65.846267
1480.280000,351.440000,1396.355402,-62.735422
1492.240000,342.240000,1406.368011,-75.516777
1492.240000,342.240000,1406.368011,-75.516777
1508.800000,323.840000,1419.165021,-99.509530
1508.800000,323.840000,1419.165021,-99.509530
1508.800000,323.840000,1419.165021,-99.509530
1506.960000,325.680000,1417.704614,-97.071006
1505.120000,323.840000,1415.550917,-98.724550
1505.120000,323.840000,1415.550917,-98.724550
1507.880000,324.760000,1418.434817,-98.290268
1506.960000,325.680000,1417.704614,-97.071006
1506.960000,325.680000,1417.704614,-97.071006
1506.960000,325.680000,1417.704614,-97.071006
1506.960000,322.920000,1417.184646,-100.140057
1506.960000,322.920000,1417.184646,-100.140057
1506.960000,322.920000,1417.184646,-100.140057
1506.960000,296.240000,1412.158282,-129.807559
1499.600000,296.240000,1404.930074,-128.237600
1505.120000,320.160000,1414.857625,-102.816620
1505.120000,321.080000,1415.030948,-101.793602
1506.960000,317.400000,1416.144708,-106.278161
1506.040000,318.320000,1415.414505,-105.058899
1508.800000,317.400000,1417.951760,-106.670651
1505.120000,317.400000,1414.337656,-105.885671
1505.120000,315.560000,1413.991011,-107.931706
1504.200000,317.400000,1413.434131,-105.689427
1505.120000,314.640000,1413.817688,-108.954723
1506.040000,316.480000,1415.067860,-107.104934
1505.120000,313.720000,1413.644365,-109.977741
1504.200000,316.480000,1413.260808,-106.712444
1505.120000,315.560000,1413.991011,-107.931706
1504.200000,316.480000,1413.260808,-106.712444
1504.200000,315.560000,1413.087485,-107.735461
1504.200000,318.320000,1413.607453,-104.666409
1505.120000,317.400000,1414.337656,-105.885671
1506.040000,319.240000,1415.587828,-104.035882
1506.040000,319.240000,1415.587828,-104.035882
1504.200000,320.160000,1413.954099,-102.620375
1506.960000,321.080000,1416.838000,-102.186092
1505.120000,321.080000,1415.030948,-101.793602
1504.200000,322.000000,1414.300745,-100.574340
1503.280000,321.080000,1413.223896,-101.401113
1500.520000,314.640000,1409.300058,-107.973499
1497.760000,326.600000,1408.842678,-94.085540
1460.960000,328.440000,1373.048284,-84.189712
1460.960000,345.920000,1376.341419,-64.752384
1460.960000,344.080000,1375.994773,-66.798418
1456.360000,345.000000,1371.650466,-64.794177
1449.000000,349.600000,1365.288873,-58.109132
1440.720000,319.240000,1351.437484,-90.102499
1439.800000,353.280000,1356.946905,-52.054615
1436.120000,345.920000,1351.946218,-59.453773
1423.240000,366.160000,1343.109958,-34.199966
1398.400000,364.320000,1318.368111,-30.947390
1425.080000,365.240000,1344.743687,-35.615473
1428.760000,389.160000,1352.864185,-9.802003
1427.840000,395.600000,1353.173920,-2.444637
1417.720000,407.560000,1345.488331,13.013281
1416.800000,405.720000,1344.238160,11.163491
1405.760000,429.640000,1337.902243,40.116878
1407.600000,437.000000,1341.095878,47.908527
1415.880000,425.040000,1346.974414,32.843099
1404.840000,448.040000,1340.465175,60.773469
1402.080000,470.120000,1341.914346,85.914618
1405.760000,466.440000,1344.835158,81.037570
1404.840000,471.960000,1344.971569,87.371918
1402.080000,491.280000,1345.900772,109.444015
1405.760000,494.960000,1350.208167,112.751105
1408.520000,497.720000,1353.438714,115.231423
1402.080000,519.800000,1351.273781,141.157551
1407.600000,521.640000,1357.041583,142.026117
1408.520000,527.160000,1358.985046,147.967976
1414.040000,527.160000,1364.406202,146.790507
1407.600000,552.000000,1362.761238,175.785687
1423.240000,551.080000,1377.947856,171.426508
1425.080000,547.400000,1379.061617,166.941949
1421.400000,575.920000,1380.820522,199.440464
1398.400000,558.440000,1354.939238,184.909256
1391.040000,544.640000,1345.111187,171.133956
1431.520000,568.560000,1389.372725,189.097632
1437.960000,578.680000,1397.603958,198.977109
1451.760000,585.120000,1412.370108,203.194557
1456.360000,609.040000,1421.394133,228.811782
1463.720000,617.320000,1430.182246,236.448979
1478.440000,621.000000,1445.331953,237.401131
1479.360000,627.440000,1447.448740,244.366007
1496.840000,622.840000,1463.749119,235.522269
1499.600000,631.120000,1468.019602,244.140690
1504.200000,644.000000,1474.963753,257.481708
1518.000000,645.840000,1488.863288,256.584070
1530.880000,637.560000,1499.952746,244.629487
1538.240000,645.840000,1508.740859,252.266684
1542.840000,646.760000,1513.431812,252.308477
1552.960000,646.760000,1523.370598,250.149784
1558.480000,656.880000,1530.698305,260.225505
1570.440000,661.480000,1543.310757,262.789408
1581.480000,655.040000,1552.939809,253.273350
1584.240000,661.480000,1556.863647,259.845736
1596.200000,662.400000,1568.782807,258.317571
1598.960000,667.000000,1572.360000,262.843922
1616.440000,659.640000,1588.140410,250.931132
1619.200000,658.720000,1590.677665,249.319381
1631.160000,661.480000,1602.943471,249.837250
1650.480000,646.760000,1619.144351,229.347832
1650.480000,646.760000,1619.144351,229.347832
1625.640000,629.280000,1591.456015,215.209114
1625.640000,629.280000,1591.456015,215.209114
1654.160000,627.440000,1619.118674,207.079490
1654.160000,627.440000,1619.118674,207.079490
1654.160000,627.440000,1619.118674,207.079490
1654.160000,627.440000,1619.118674,207.079490
1654.160000,627.440000,1619.118674,207.079490
1654.160000,627.440000,1619.118674,207.079490
1654.160000,627.440000,1619.118674,207.079490
1654.160000,627.440000,1619.118674,207.079490
1654.160000,627.440000,1619.118674,207.079490
1654.160000,627.440000,1619.118674,207.079490
1654.160000,627.440000,1619.118674,207.079490
1741.560000,585.120000,1696.980789,141.377436
1742.480000,587.880000,1698.404283,144.250243
1748.000000,575.920000,1701.572242,129.773549
1755.360000,574.080000,1708.453804,126.157556
1755.360000,574.080000,1708.453804,126.157556
1757.200000,564.880000,1708.527627,115.534894
1767.320000,549.240000,1715.519924,95.984907
1769.160000,514.280000,1710.740706,56.717760
1768.240000,540.040000,1714.690221,85.558489
1772.840000,533.600000,1717.994591,77.416144
1771.920000,512.440000,1713.104638,54.082991
1771.000000,517.040000,1713.067727,59.394323
1782.960000,489.440000,1719.613878,26.152621
1776.520000,489.440000,1713.289196,27.526335
1774.680000,492.200000,1712.002113,30.987877
1776.520000,473.800000,1710.342707,10.135041
1776.520000,473.800000,1710.342707,10.135041
1768.240000,461.840000,1699.957776,-1.397980
1771.920000,441.600000,1699.758777,-24.689339
1775.600000,424.120000,1700.079746,-44.911647
1760.880000,435.160000,1687.703205,-29.495522
1760.880000,423.200000,1685.450007,-42.794747
1763.640000,409.400000,1685.560742,-58.728741
1751.680000,402.960000,1672.601644,-63.338679
1751.680000,396.520000,1671.388384,-70.499800
1750.760000,382.720000,1667.885015,-85.648814
1744.320000,368.000000,1658.787167,-100.643377
1736.040000,376.280000,1652.215339,-89.670018
1727.760000,370.760000,1643.043668,-94.041918
1719.480000,365.240000,1633.871997,-98.413818
1719.480000,355.120000,1631.965446,-109.667008
1709.360000,357.880000,1622.546629,-104.439263
1711.200000,335.800000,1620.193931,-129.384168
1707.520000,326.600000,1614.846599,-138.829361
1694.640000,329.360000,1602.717204,-133.012882
1685.440000,338.560000,1595.415173,-120.820261
1674.400000,319.240000,1580.933081,-139.948686
1670.720000,329.360000,1579.225529,-127.910516
1672.560000,310.960000,1577.566123,-148.763351
1644.040000,272.320000,1542.277257,-185.646487
1640.360000,323.840000,1548.369234,-127.572540
1639.440000,309.120000,1544.692542,-143.744572
1632.080000,299.920000,1535.731106,-152.404786
1620.120000,309.120000,1525.718497,-139.623431
1615.520000,306.360000,1520.680898,-141.711258
1610.000000,295.320000,1513.179868,-152.809997
1590.680000,303.600000,1495.765729,-139.481700
1581.480000,310.960000,1488.117052,-129.335113
1579.640000,300.840000,1484.403448,-140.195814
1569.520000,290.720000,1472.558111,-149.290311
1552.040000,306.360000,1458.337606,-128.170365
1559.400000,293.480000,1463.139294,-144.062566
1545.600000,294.400000,1449.759727,-140.095876
1528.120000,315.560000,1436.579160,-112.837827
1526.280000,304.520000,1432.692234,-124.721544
1519.840000,300.840000,1425.674260,-127.439900
1502.360000,322.920000,1412.667016,-99.158833
1502.360000,318.320000,1411.800401,-104.273920
1496.840000,319.240000,1406.552569,-102.073433
1491.320000,317.400000,1400.784767,-102.941999
1471.080000,330.280000,1383.333716,-84.302371
1461.880000,342.240000,1376.551654,-69.040698
1458.200000,341.320000,1372.764227,-69.278736
1452.680000,345.000000,1368.036363,-64.009198
1442.560000,359.720000,1360.870743,-45.482228
1438.880000,361.560000,1357.603285,-42.651214
1439.800000,354.200000,1357.120228,-51.031597
1423.240000,370.760000,1343.976572,-29.084879
1420.480000,383.640000,1343.692514,-14.173903
1425.080000,391.000000,1349.596727,-6.970989
1426.920000,391.920000,1351.577102,-6.340461
1421.400000,395.600000,1346.849238,-1.070923
1418.640000,398.360000,1344.658629,2.586863
1409.440000,417.680000,1339.263149,26.032674
1404.840000,438.840000,1338.731946,50.543296
1404.840000,449.880000,1340.811820,62.819503
1407.600000,448.960000,1343.349075,61.207752
1403.920000,456.320000,1341.121554,70.176869
1397.480000,477.480000,1338.783299,95.079980
1406.680000,475.640000,1347.471913,91.071498
1400.240000,483.920000,1342.707137,101.652367
1398.400000,500.480000,1344.019897,120.459168
1414.040000,505.080000,1360.246453,122.238092
1405.760000,517.040000,1354.367916,137.303520
1400.240000,528.080000,1351.026635,150.757196
1412.200000,536.360000,1364.332379,157.413169
1417.720000,536.360000,1369.753535,156.235700
1410.360000,539.120000,1363.045295,160.874711
1412.200000,563.040000,1369.358742,187.080670
1408.520000,560.280000,1365.224670,184.796598
1408.520000,560.280000,1365.224670,184.796598
1357.920000,550.160000,1313.624190,184.336873
1391.960000,560.280000,1348.961202,188.329005
1391.960000,560.280000,1348.961202,188.329005
1391.960000,560.280000,1348.961202,188.329005
1214.400000,594.320000,1180.993636,264.055896
1449.920000,594.320000,1412.296285,213.817220
1449.920000,594.320000,1412.296285,213.817220
1449.920000,594.320000,1412.296285,213.817220
1449.920000,594.320000,1412.296285,213.817220
1449.920000,594.320000,1412.296285,213.817220
1449.920000,594.320000,1412.296285,213.817220
1449.920000,594.320000,1412.296285,213.817220
1449.920000,643.080000,1421.482397,268.037136
1519.840000,643.080000,1490.150371,253.122529
1529.040000,650.440000,1500.572214,259.344218
1529.040000,650.440000,1500.572214,259.344218
1529.040000,650.440000,1500.572214,259.344218
1550.200000,649.520000,1521.179988,253.807570
1564.920000,650.440000,1535.809727,251.690670
1564.000000,657.800000,1536.292784,260.071053
1579.640000,651.360000,1550.439465,249.573770
1593.440000,655.040000,1564.685646,250.722167
1598.040000,659.640000,1570.069891,254.856029
1602.640000,662.400000,1575.107489,256.943857
1611.840000,672.520000,1586.049300,266.234598
1627.480000,653.200000,1597.769461,241.415073
1632.080000,661.480000,1603.846997,249.641005
1635.760000,656.880000,1606.594487,243.740939
1645.880000,642.160000,1613.760106,225.213970
1575.040000,608.120000,1537.775660,202.473182
1600.800000,616.400000,1564.634293,206.185482
1622.880000,631.120000,1589.092082,217.843883
1646.800000,633.880000,1613.103726,215.810569
1677.160000,625.600000,1641.360177,200.127334
1684.520000,634.800000,1650.321614,208.787548
1691.880000,628.360000,1656.336562,200.056469
1713.960000,629.280000,1678.194508,196.369610
1718.560000,613.640000,1679.765649,177.997092
1725.000000,606.280000,1684.703748,168.439240
1724.080000,617.320000,1685.880096,180.911692
1733.280000,604.440000,1692.488835,164.627002
1736.960000,598.000000,1694.889679,156.680902
1734.200000,596.160000,1691.832456,155.223602
1726.840000,567.640000,1679.231239,125.080025
1751.680000,579.600000,1705.879637,133.080639
1756.280000,575.000000,1709.530653,126.984328
1758.120000,570.400000,1710.471090,121.476752
1769.160000,552.920000,1718.020267,99.684486
1773.760000,543.720000,1720.804668,88.473089
1769.160000,540.960000,1715.767070,86.385262
1771.000000,539.120000,1717.227476,83.946737
1773.760000,517.040000,1715.778305,58.805588
1778.360000,517.960000,1720.469257,58.847381
1778.360000,501.400000,1717.349446,40.433070
1782.960000,487.600000,1719.267232,24.106587
1773.760000,489.440000,1710.578618,28.115070
1769.160000,470.120000,1702.421208,7.612931
1779.280000,459.080000,1710.280119,-6.821970
1767.320000,463.680000,1699.400896,0.844300
1771.920000,453.560000,1702.011974,-11.390115
1773.760000,435.160000,1700.352568,-32.242950
1765.480000,432.400000,1691.700866,-33.545798
1759.040000,437.000000,1686.242799,-27.056998
1759.040000,421.360000,1683.296310,-44.448292
1759.960000,398.360000,1679.866764,-70.219969
1751.680000,399.280000,1671.908353,-67.430748
1741.560000,401.120000,1662.316213,-63.226020
1739.720000,390.080000,1658.429286,-75.109738
1745.240000,364.320000,1658.997402,-104.931691
1731.440000,368.920000,1646.311126,-96.872932
1719.480000,374.440000,1635.605226,-88.183645
1721.320000,357.880000,1634.292466,-106.990446
1721.320000,344.080000,1631.692623,-122.335705
1716.720000,337.640000,1625.961733,-128.515602
1706.600000,332.120000,1614.983010,-132.495013
1694.640000,334.880000,1603.757141,-126.874778
1687.280000,339.480000,1597.395548,-120.189733
1679.920000,324.760000,1587.394174,-134.988051
1673.480000,324.760000,1581.069492,-133.614337
1669.800000,313.720000,1575.375514,-145.105565
1651.400000,319.240000,1558.344932,-135.042565
1646.800000,319.240000,1553.827302,-134.061341
1639.440000,297.160000,1542.439345,-157.043797
1635.760000,294.400000,1538.305272,-159.327869
1620.120000,308.200000,1525.545174,-140.646448
1613.680000,297.160000,1517.140618,-151.548942
1613.680000,288.880000,1515.580712,-160.756097
1596.200000,291.640000,1498.933687,-153.958393
1575.040000,278.760000,1475.726069,-163.767004
1577.800000,291.640000,1480.863168,-150.033497
1571.360000,286.120000,1473.498548,-154.797887
1558.480000,299.920000,1463.449028,-136.705200
1552.040000,288.880000,1455.044472,-147.607693
1541.000000,294.400000,1445.242097,-139.114652
1526.280000,303.600000,1432.518911,-125.744562
1523.520000,300.840000,1429.288364,-128.224879
1516.160000,304.520000,1422.753448,-122.562851
1503.280000,310.040000,1411.144022,-113.677320
1495.920000,316.480000,1405.129074,-104.946240
1503.280000,306.360000,1410.450730,-117.769389
1484.880000,313.720000,1393.766794,-105.660354
1477.520000,320.160000,1387.751846,-96.929275
1477.520000,320.160000,1387.751846,-96.929275
1459.120000,333.960000,1372.281170,-77.659119
1459.120000,333.960000,1372.281170,-77.659119
1459.120000,333.960000,1372.281170,-77.659119
1459.120000,333.960000,1372.281170,-77.659119
1459.120000,333.960000,1372.281170,-77.659119
1459.120000,333.960000,1372.281170,-77.659119
1459.120000,333.960000,1372.281170,-77.659119
1459.120000,333.960000,1372.281170,-77.659119
1459.120000,333.960000,1372.281170,-77.659119
1459.120000,333.960000,1372.281170,-77.659119
1459.120000,333.960000,1372.281170,-77.659119
1459.120000,333.960000,1372.281170,-77.659119
1408.520000,429.640000,1340.612821,39.528144
1410.360000,437.920000,1343.979779,48.342810
1406.680000,447.120000,1342.098904,59.357962
1410.360000,440.680000,1344.499747,51.411862
1397.480000,463.680000,1336.183456,79.734721
1404.840000,468.280000,1344.278278,83.279849
1409.440000,466.440000,1348.449262,80.252590
1403.000000,479.320000,1344.551100,95.948546
1398.400000,503.240000,1344.539865,123.528219
1403.000000,506.920000,1349.750787,126.639064
1405.760000,497.720000,1350.728136,115.820157
1405.760000,494.040000,1350.034844,111.728088
1404.840000,494.960000,1349.304641,112.947350
1404.840000,493.120000,1348.957996,110.901316
1403.920000,493.120000,1348.054470,111.097560
1403.920000,493.120000,1348.054470,111.097560
1403.920000,494.960000,1348.401115,113.143595
1404.840000,491.280000,1348.611350,108.855281
1402.080000,494.960000,1346.594063,113.536085
1403.000000,494.040000,1347.324267,112.316822
1405.760000,493.120000,1349.861522,110.705071
1403.920000,492.200000,1347.881147,110.074543
1403.920000,494.960000,1348.401115,113.143595
1403.000000,493.120000,1347.150944,111.293805
1403.000000,495.880000,1347.670912,114.362857
1403.000000,492.200000,1346.977621,110.270788
1402.080000,493.120000,1346.247418,111.490050
1403.000000,492.200000,1346.977621,110.270788
1403.920000,492.200000,1347.881147,110.074543
1402.080000,491.280000,1345.900772,109.444015
1403.000000,493.120000,1347.150944,111.293805
1403.000000,490.360000,1346.630975,108.224753
1402.080000,493.120000,1346.247418,111.490050
1403.920000,494.040000,1348.227793,112.120578
1403.000000,496.800000,1347.844235,115.385874
1403.920000,495.880000,1348.574438,114.166612
1403.000000,497.720000,1348.017558,116.408892
1403.920000,497.720000,1348.921084,116.212647
1402.080000,499.560000,1347.460678,118.651171
1404.840000,497.720000,1349.824610,116.016402
1403.000000,499.560000,1348.364204,118.454926
1402.080000,498.640000,1347.287355,117.628154
1402.080000,497.720000,1347.114032,116.605136
1403.000000,494.960000,1347.497589,113.339840
1403.000000,495.880000,1347.670912,114.362857
1403.000000,494.040000,1347.324267,112.316822
1402.080000,494.960000,1346.594063,113.536085
1401.160000,492.200000,1345.170569,110.663278
1401.160000,493.120000,1345.343892,111.686295
1401.160000,493.120000,1345.343892,111.686295
1401.160000,493.120000,1345.343892,111.686295
1403.000000,493.120000,1347.150944,111.293805
1402.080000,494.960000,1346.594063,113.536085
1402.080000,491.280000,1345.900772,109.444015
1402.080000,492.200000,1346.074095,110.467033
1403.000000,492.200000,1346.977621,110.270788
1401.160000,494.040000,1345.517215,112.709312
1401.160000,494.040000,1345.517215,112.709312
1402.080000,494.960000,1346.594063,113.536085
1401.160000,494.040000,1345.517215,112.709312
1401.160000,494.960000,1345.690537,113.732329
1404.840000,493.120000,1348.957996,110.901316
1402.080000,494.040000,1346.420741,112.513067
1403.920000,493.120000,1348.054470,111.097560
1403.000000,500.480000,1348.537527,119.477943
1404.840000,498.640000,1349.997933,117.039419
1403.000000,501.400000,1348.710850,120.500961
1403.920000,500.480000,1349.441053,119.281699
1403.920000,500.480000,1349.441053,119.281699
1405.760000,500.480000,1351.248105,118.889209
1403.920000,501.400000,1349.614376,120.304716
1403.000000,499.560000,1348.364204,118.454926
