x,y,z
-523.480000,213.440000,100.000000
-523.480000,213.440000,100.000000
-522.560000,212.520000,100.000000
-521.640000,215.280000,100.000000
-522.560000,212.520000,100.000000
-521.640000,215.280000,100.000000
-521.640000,215.280000,100.000000
-522.560000,213.440000,100.000000
-521.640000,214.360000,100.000000
-520.720000,216.200000,100.000000
-522.560000,215.280000,100.000000
-524.400000,217.120000,100.000000
-523.480000,216.200000,100.000000
-522.560000,217.120000,100.000000
-522.560000,216.200000,100.000000
-521.640000,214.360000,100.000000
-523.480000,216.200000,100.000000
-524.400000,213.440000,100.000000
-522.560000,218.960000,100.000000
-521.640000,213.440000,100.000000
-520.720000,218.040000,100.000000
-520.720000,216.200000,100.000000
-522.560000,214.360000,100.000000
-522.560000,217.120000,100.000000
-522.560000,219.880000,100.000000
-522.560000,214.360000,100.000000
-521.640000,216.200000,100.000000
-520.720000,214.360000,100.000000
-521.640000,217.120000,100.000000
-521.640000,213.440000,100.000000
-521.640000,218.040000,100.000000
-521.640000,218.040000,100.000000
-523.480000,213.440000,100.000000
-523.480000,214.360000,100.000000
-520.720000,219.880000,100.000000
-521.640000,216.200000,100.000000
-519.800000,217.120000,100.000000
-522.560000,211.600000,100.000000
-521.640000,218.960000,100.000000
-522.560000,216.200000,100.000000
-522.560000,214.360000,100.000000
-523.480000,216.200000,100.000000
-520.720000,219.880000,100.000000
-521.640000,217.120000,100.000000
-523.480000,216.200000,100.000000
-523.480000,214.360000,100.000000
-523.480000,216.200000,100.000000
-521.640000,218.040000,100.000000
-522.560000,217.120000,100.000000
-520.720000,217.120000,100.000000
-523.480000,214.360000,100.000000
-521.640000,216.200000,100.000000
-522.560000,217.120000,100.000000
-523.480000,217.120000,100.000000
-522.560000,215.280000,100.000000
-522.560000,218.040000,100.000000
-522.560000,217.120000,100.000000
-521.640000,217.120000,100.000000
-521.640000,218.040000,100.000000
-521.640000,214.360000,100.000000
-522.560000,215.280000,100.000000
-522.560000,217.120000,100.000000
-523.480000,214.360000,100.000000
-521.640000,217.120000,100.000000
-523.480000,213.440000,100.000000
-522.560000,216.200000,100.000000
-520.720000,218.040000,100.000000
-522.560000,216.200000,100.000000
-524.400000,217.120000,100.000000
-520.720000,216.200000,100.000000
-523.480000,214.360000,100.000000
-522.560000,215.280000,100.000000
-524.400000,215.280000,100.000000
-523.480000,215.280000,100.000000
-521.640000,215.280000,100.000000
-522.560000,215.280000,100.000000
-522.560000,214.360000,100.000000
-521.640000,216.200000,100.000000
-522.560000,217.120000,100.000000
-523.480000,214.360000,100.000000
-521.640000,216.200000,100.000000
-522.560000,214.360000,100.000000
-521.640000,216.200000,100.000000
-523.480000,215.280000,100.000000
-521.640000,217.120000,100.000000
-521.640000,217.120000,100.000000
-521.640000,213.440000,100.000000
-521.640000,212.520000,100.000000
-521.640000,217.120000,100.000000
-523.480000,216.200000,100.000000
-522.560000,216.200000,100.000000
-522.560000,216.200000,100.000000
-521.640000,214.360000,100.000000
-521.640000,218.040000,100.000000
-522.560000,212.520000,100.000000
-522.560000,212.520000,100.000000
-521.640000,214.360000,100.000000
-521.640000,213.440000,100.000000
-520.720000,216.200000,100.000000
-522.560000,218.960000,100.000000
-522.560000,216.200000,100.000000
-521.640000,212.520000,100.000000
-521.640000,214.360000,100.000000
-522.560000,215.280000,100.000000
-522.560000,218.040000,100.000000
-520.720000,217.120000,100.000000
-524.400000,214.360000,100.000000
-524.400000,215.280000,100.000000
-521.640000,218.960000,100.000000
-523.480000,213.440000,100.000000
-519.800000,216.200000,100.000000
-522.560000,218.960000,100.000000
-523.480000,214.360000,100.000000
-522.560000,217.120000,100.000000
-519.800000,211.600000,100.000000
-521.640000,217.120000,100.000000
-524.400000,216.200000,100.000000
-523.480000,215.280000,100.000000
-521.640000,214.360000,100.000000
-521.640000,217.120000,100.000000
-522.560000,217.120000,100.000000
-520.720000,218.040000,100.000000
-523.480000,212.520000,100.000000
-524.400000,214.360000,100.000000
-521.640000,217.120000,100.000000
-523.480000,214.360000,100.000000
-521.640000,216.200000,100.000000
-523.480000,214.360000,100.000000
-520.720000,217.120000,100.000000
-522.560000,216.200000,100.000000
-523.480000,218.040000,100.000000
-523.480000,218.040000,100.000000
-521.640000,215.280000,100.000000
-521.640000,218.040000,100.000000
-523.480000,213.440000,100.000000
-521.640000,217.120000,100.000000
-522.560000,210.680000,100.000000
-521.640000,217.120000,100.000000
-523.480000,216.200000,100.000000
-522.560000,214.360000,100.000000
-520.720000,215.280000,100.000000
-520.720000,218.040000,100.000000
-521.640000,212.520000,100.000000
-522.560000,214.360000,100.000000
-522.560000,215.280000,100.000000
-523.480000,215.280000,100.000000
-522.560000,213.440000,100.000000
-519.800000,215.280000,100.000000
-520.720000,218.040000,100.000000
-522.560000,215.280000,100.000000
-522.560000,217.120000,100.000000
-522.560000,215.280000,100.000000
-520.720000,214.360000,100.000000
-524.400000,217.120000,100.000000
-521.640000,216.200000,100.000000
-522.560000,212.520000,100.000000
-523.480000,216.200000,100.000000
-520.720000,214.360000,100.000000
-521.640000,215.280000,100.000000
-521.640000,216.200000,100.000000
-521.640000,213.440000,100.000000
-523.480000,213.440000,100.000000
-523.480000,215.280000,100.000000
-523.480000,214.360000,100.000000
-522.560000,218.040000,100.000000
-522.560000,217.120000,100.000000
-521.640000,217.120000,100.000000
-521.640000,217.120000,100.000000
-521.640000,217.120000,100.000000
-521.640000,217.120000,100.000000
-522.560000,215.280000,100.000000
-523.480000,218.040000,100.000000
-522.560000,215.280000,100.000000
-521.640000,214.360000,100.000000
-521.640000,216.200000,100.000000
-521.640000,217.120000,100.000000
-522.560000,216.200000,100.000000
-521.640000,214.360000,100.000000
-521.640000,217.120000,100.000000
-522.560000,215.280000,100.000000
-520.720000,216.200000,100.000000
-521.640000,218.960000,100.000000
-520.720000,218.960000,100.000000
-523.480000,214.360000,100.000000
-524.400000,216.200000,100.000000
-523.480000,216.200000,100.000000
-522.560000,214.360000,100.000000
-521.640000,216.200000,100.000000
-523.480000,213.440000,100.000000
-522.560000,216.200000,100.000000
-523.480000,215.280000,100.000000
-522.560000,213.440000,100.000000
-521.640000,215.280000,100.000000
-521.640000,215.280000,100.000000
-522.560000,216.200000,100.000000
-520.720000,216.200000,100.000000
-519.800000,217.120000,100.000000
-523.480000,217.120000,100.000000
-522.560000,217.120000,100.000000
-521.640000,216.200000,100.000000
-521.640000,212.520000,100.000000
-522.560000,218.040000,100.000000
-522.560000,214.360000,100.000000
-521.640000,216.200000,100.000000
-523.480000,217.120000,100.000000
-524.400000,216.200000,100.000000
-522.560000,218.040000,100.000000
-523.480000,213.440000,100.000000
-522.560000,216.200000,100.000000
-522.560000,216.200000,100.000000
-521.640000,214.360000,100.000000
-522.560000,214.360000,100.000000
-524.400000,216.200000,100.000000
-520.720000,217.120000,100.000000
-521.640000,215.280000,100.000000
-521.640000,218.040000,100.000000
-521.640000,215.280000,100.000000
-522.560000,215.280000,100.000000
-521.640000,217.120000,100.000000
-521.640000,215.280000,100.000000
-521.640000,214.360000,100.000000
-521.640000,219.880000,100.000000
-519.800000,216.200000,100.000000
-520.720000,218.040000,100.000000
-522.560000,213.440000,100.000000
-522.560000,215.280000,100.000000
-522.560000,215.280000,100.000000
-522.560000,216.200000,100.000000
-522.560000,214.360000,100.000000
-521.640000,215.280000,100.000000
-522.560000,217.120000,100.000000
-522.560000,218.960000,100.000000
-522.560000,213.440000,100.000000
-521.640000,217.120000,100.000000
-521.640000,217.120000,100.000000
-520.720000,216.200000,100.000000
-523.480000,214.360000,100.000000
-520.720000,216.200000,100.000000
-524.400000,217.120000,100.000000
-521.640000,211.600000,100.000000
-523.480000,215.280000,100.000000
-521.640000,215.280000,100.000000
-520.720000,218.040000,100.000000
-523.480000,214.360000,100.000000
-520.720000,213.440000,100.000000
-522.560000,210.680000,100.000000
-522.560000,217.120000,100.000000
-522.560000,216.200000,100.000000
-520.720000,214.360000,100.000000
-521.640000,216.200000,100.000000
-523.480000,213.440000,100.000000
-522.560000,215.280000,100.000000
-522.560000,213.440000,100.000000
-523.480000,214.360000,100.000000
-523.480000,214.360000,100.000000
-521.640000,217.120000,100.000000
-523.480000,213.440000,100.000000
-521.640000,218.040000,100.000000
-521.640000,215.280000,100.000000
-521.640000,218.040000,100.000000
-522.560000,216.200000,100.000000
-521.640000,216.200000,100.000000
-524.400000,217.120000,100.000000
-523.480000,215.280000,100.000000
-523.480000,215.280000,100.000000
-522.560000,213.440000,100.000000
-521.640000,218.040000,100.000000
-522.560000,216.200000,100.000000
-521.640000,218.040000,100.000000
-521.640000,219.880000,100.000000
-521.640000,214.360000,100.000000
-520.720000,218.040000,100.000000
-522.560000,213.440000,100.000000
-522.560000,213.440000,100.000000
-522.560000,213.440000,100.000000
-521.640000,218.040000,100.000000
-522.560000,215.280000,100.000000
-522.560000,217.120000,100.000000
-521.640000,216.200000,100.000000
-520.720000,213.440000,100.000000
-520.720000,216.200000,100.000000
-522.560000,216.200000,100.000000
-523.480000,213.440000,100.000000
-521.640000,211.600000,100.000000
-521.640000,211.600000,100.000000
-522.560000,217.120000,100.000000
-521.640000,215.280000,100.000000
-522.560000,217.120000,100.000000
-521.640000,214.360000,100.000000
-521.640000,218.960000,100.000000
-522.560000,216.200000,100.000000
-523.480000,217.120000,100.000000
-520.720000,214.360000,100.000000
-520.720000,214.360000,100.000000
-520.720000,214.360000,100.000000
-521.640000,214.360000,100.000000
-520.720000,218.960000,100.000000
-523.480000,215.280000,100.000000
-522.560000,218.960000,100.000000
-520.720000,218.040000,100.000000
-522.560000,217.120000,100.000000
-521.640000,215.280000,100.000000
-522.560000,216.200000,100.000000
-522.560000,216.200000,100.000000
-522.560000,216.200000,100.000000
-521.640000,215.280000,100.000000
-522.560000,214.360000,100.000000
-521.640000,214.360000,100.000000
-519.800000,218.960000,100.000000
-522.560000,217.120000,100.000000
-523.480000,217.120000,100.000000
-521.640000,214.360000,100.000000
-522.560000,218.960000,100.000000
-521.640000,218.040000,100.000000
-521.640000,218.040000,100.000000
-522.560000,215.280000,100.000000
-519.800000,216.200000,100.000000
-521.640000,214.360000,100.000000
-523.480000,216.200000,100.000000
-522.560000,217.120000,100.000000
-521.640000,216.200000,100.000000
-523.480000,214.360000,100.000000
-520.720000,218.040000,100.000000
-523.480000,215.280000,100.000000
-523.480000,215.280000,100.000000
-521.640000,218.960000,100.000000
-522.560000,210.680000,100.000000
-520.720000,218.040000,100.000000
-522.560000,217.120000,100.000000
-518.880000,218.960000,100.000000
-522.560000,215.280000,100.000000
-521.640000,218.040000,100.000000
-522.560000,213.440000,100.000000
-521.640000,214.360000,100.000000
-521.640000,214.360000,100.000000
-520.720000,217.120000,100.000000
-522.560000,213.440000,100.000000
-524.400000,216.200000,100.000000
-520.720000,218.960000,100.000000
-523.480000,214.360000,100.000000
-522.560000,215.280000,100.000000
-522.560000,218.040000,100.000000
-520.720000,215.280000,100.000000
-539.120000,191.360000,100.000000
-539.120000,191.360000,100.000000
-547.400000,177.560000,100.000000
-546.480000,161.920000,100.000000
-551.080000,158.240000,100.000000
-561.200000,139.840000,100.000000
-552.000000,123.280000,100.000000
-565.800000,100.280000,100.000000
-561.200000,103.040000,100.000000
-553.840000,77.280000,100.000000
-560.280000,51.520000,100.000000
-560.280000,51.520000,100.000000
-554.760000,34.960000,100.000000
-550.160000,8.280000,100.000000
-538.200000,9.200000,100.000000
-537.280000,-11.960000,100.000000
-536.360000,-23.920000,100.000000
-514.280000,-34.960000,100.000000
-517.040000,-51.520000,100.000000
-503.240000,-62.560000,100.000000
-493.120000,-82.800000,100.000000
-478.400000,-78.200000,100.000000
-481.160000,-89.240000,100.000000
-460.000000,-99.360000,100.000000
-462.760000,-107.640000,100.000000
-434.240000,-115.920000,100.000000
-426.880000,-128.800000,100.000000
-412.160000,-129.720000,100.000000
-411.240000,-137.080000,100.000000
-385.480000,-135.240000,100.000000
-382.720000,-133.400000,100.000000
-361.560000,-139.840000,100.000000
-348.680000,-141.680000,100.000000
-325.680000,-138.920000,100.000000
-321.080000,-134.320000,100.000000
-310.960000,-130.640000,100.000000
-292.560000,-124.200000,100.000000
-281.520000,-116.840000,100.000000
-268.640000,-114.080000,100.000000
-248.400000,-92.920000,100.000000
-231.840000,-87.400000,100.000000
-232.760000,-80.040000,100.000000
-231.840000,-74.520000,100.000000
-228.160000,-57.960000,100.000000
-216.200000,-48.760000,100.000000
-206.080000,-36.800000,100.000000
-202.400000,-23.920000,100.000000
-194.120000,-11.040000,100.000000
-198.720000,8.280000,100.000000
-191.360000,18.400000,100.000000
-181.240000,54.280000,100.000000
-181.240000,54.280000,100.000000
-184.000000,66.240000,100.000000
-187.680000,78.200000,100.000000
-185.840000,99.360000,100.000000
-193.200000,114.080000,100.000000
-192.280000,133.400000,100.000000
-200.560000,138.920000,100.000000
-199.640000,161.920000,100.000000
-211.600000,167.440000,100.000000
-207.920000,193.200000,100.000000
-227.240000,190.440000,100.000000
-237.360000,206.080000,100.000000
-239.200000,211.600000,100.000000
-257.600000,229.080000,100.000000
-251.160000,238.280000,100.000000
-276.000000,246.560000,100.000000
-281.520000,248.400000,100.000000
-293.480000,265.880000,100.000000
-300.840000,274.160000,100.000000
-328.440000,277.840000,100.000000
-328.440000,277.840000,100.000000
-343.160000,282.440000,100.000000
-353.280000,282.440000,100.000000
-368.920000,287.040000,100.000000
-375.360000,287.040000,100.000000
-399.280000,284.280000,100.000000
-394.680000,288.880000,100.000000
-403.880000,290.720000,100.000000
-427.800000,276.920000,100.000000
-454.480000,271.400000,100.000000
-454.480000,271.400000,100.000000
-455.400000,273.240000,100.000000
-477.480000,263.120000,100.000000
-494.040000,246.560000,100.000000
-506.000000,241.040000,100.000000
-500.480000,238.280000,100.000000
-519.800000,216.200000,100.000000
-517.040000,209.760000,100.000000
-537.280000,197.800000,100.000000
-539.120000,183.080000,100.000000
-553.840000,157.320000,100.000000
-553.840000,157.320000,100.000000
-552.000000,139.840000,100.000000
-555.680000,131.560000,100.000000
-552.000000,113.160000,100.000000
-557.520000,102.120000,100.000000
-559.360000,78.200000,100.000000
-563.960000,69.000000,100.000000
-551.080000,49.680000,100.000000
-554.760000,26.680000,100.000000
-549.240000,9.200000,100.000000
-544.640000,7.360000,100.000000
-542.800000,-15.640000,100.000000
-524.400000,-22.080000,100.000000
-520.720000,-42.320000,100.000000
-514.280000,-44.160000,100.000000
-503.240000,-62.560000,100.000000
-502.320000,-71.760000,100.000000
-485.760000,-82.800000,100.000000
-463.680000,-100.280000,100.000000
-463.680000,-100.280000,100.000000
-450.800000,-103.960000,100.000000
-445.280000,-123.280000,100.000000
-428.720000,-127.880000,100.000000
-427.800000,-121.440000,100.000000
-402.040000,-133.400000,100.000000
-406.640000,-135.240000,100.000000
-379.960000,-138.920000,100.000000
-367.080000,-134.320000,100.000000
-340.400000,-140.760000,100.000000
-340.400000,-140.760000,100.000000
-340.400000,-140.760000,100.000000
-315.560000,-136.160000,100.000000
-300.840000,-122.360000,100.000000
-284.280000,-118.680000,100.000000
-277.840000,-115.000000,100.000000
-269.560000,-112.240000,100.000000
-245.640000,-94.760000,100.000000
-245.640000,-86.480000,100.000000
-225.400000,-68.080000,100.000000
-225.400000,-68.080000,100.000000
-209.760000,-46.920000,100.000000
-203.320000,-38.640000,100.000000
-199.640000,-20.240000,100.000000
-197.800000,-9.200000,100.000000
-182.160000,7.360000,100.000000
-183.080000,16.560000,100.000000
-190.440000,34.040000,100.000000
-191.360000,44.160000,100.000000
-180.320000,70.840000,100.000000
-187.680000,80.960000,100.000000
-180.320000,101.200000,100.000000
-195.960000,106.720000,100.000000
-195.960000,125.120000,100.000000
-193.200000,138.920000,100.000000
-198.720000,158.240000,100.000000
-196.880000,167.440000,100.000000
-208.840000,186.760000,100.000000
-217.120000,192.280000,100.000000
-217.120000,195.960000,100.000000
-217.120000,195.960000,100.000000
-215.280000,196.880000,100.000000
-215.280000,194.120000,100.000000
-216.200000,197.800000,100.000000
-217.120000,193.200000,100.000000
-216.200000,193.200000,100.000000
-215.280000,194.120000,100.000000
-216.200000,193.200000,100.000000
-215.280000,197.800000,100.000000
-215.280000,195.960000,100.000000
-215.280000,195.960000,100.000000
-217.120000,195.960000,100.000000
-215.280000,195.960000,100.000000
-216.200000,195.040000,100.000000
-215.280000,195.960000,100.000000
-217.120000,195.960000,100.000000
-215.280000,198.720000,100.000000
-216.200000,196.880000,100.000000
-216.200000,195.040000,100.000000
-217.120000,196.880000,100.000000
-215.280000,194.120000,100.000000
-217.120000,195.960000,100.000000
-215.280000,198.720000,100.000000
-216.200000,195.960000,100.000000
-216.200000,194.120000,100.000000
-216.200000,196.880000,100.000000
-216.200000,195.960000,100.000000
-215.280000,198.720000,100.000000
-216.200000,195.960000,100.000000
-216.200000,194.120000,100.000000
-216.200000,194.120000,100.000000
-214.360000,196.880000,100.000000
-217.120000,194.120000,100.000000
-216.200000,193.200000,100.000000
-218.040000,195.040000,100.000000
-216.200000,195.040000,100.000000
-216.200000,195.040000,100.000000
-216.200000,195.960000,100.000000
-218.040000,196.880000,100.000000
-218.040000,196.880000,100.000000
-217.120000,193.200000,100.000000
-217.120000,194.120000,100.000000
-216.200000,197.800000,100.000000
-216.200000,194.120000,100.000000
-216.200000,195.040000,100.000000
-216.200000,195.040000,100.000000
-216.200000,196.880000,100.000000
-216.200000,193.200000,100.000000
-217.120000,193.200000,100.000000
-215.280000,194.120000,100.000000
-217.120000,195.960000,100.000000
-217.120000,195.960000,100.000000
-215.280000,194.120000,100.000000
-212.520000,199.640000,100.000000
-217.120000,196.880000,100.000000
-217.120000,197.800000,100.000000
-216.200000,199.640000,100.000000
-217.120000,195.960000,100.000000
-214.360000,196.880000,100.000000
-217.120000,194.120000,100.000000
-217.120000,194.120000,100.000000
-218.040000,195.960000,100.000000
-216.200000,194.120000,100.000000
-216.200000,195.960000,100.000000
-215.280000,196.880000,100.000000
-216.200000,195.040000,100.000000
-215.280000,195.960000,100.000000
-216.200000,196.880000,100.000000
-215.280000,195.040000,100.000000
-218.040000,195.960000,100.000000
-218.040000,195.960000,100.000000
-216.200000,197.800000,100.000000
-218.040000,195.960000,100.000000
-216.200000,195.040000,100.000000
-217.120000,195.960000,100.000000
-215.280000,195.960000,100.000000
-216.200000,197.800000,100.000000
-215.280000,196.880000,100.000000
-218.960000,194.120000,100.000000
-215.280000,193.200000,100.000000
-215.280000,193.200000,100.000000
-217.120000,194.120000,100.000000
-216.200000,196.880000,100.000000
-215.280000,197.800000,100.000000
-216.200000,195.040000,100.000000
-217.120000,197.800000,100.000000
-217.120000,195.040000,100.000000
-216.200000,194.120000,100.000000
-217.120000,195.040000,100.000000
-218.040000,194.120000,100.000000
-218.040000,194.120000,100.000000
-217.120000,195.040000,100.000000
-217.120000,193.200000,100.000000
-216.200000,196.880000,100.000000
-215.280000,197.800000,100.000000
-214.360000,195.040000,100.000000
-216.200000,198.720000,100.000000
-217.120000,193.200000,100.000000
-217.120000,195.960000,100.000000
-217.120000,193.200000,100.000000
-217.120000,193.200000,100.000000
-217.120000,196.880000,100.000000
-217.120000,195.040000,100.000000
-216.200000,194.120000,100.000000
-216.200000,194.120000,100.000000
-217.120000,194.120000,100.000000
-214.360000,196.880000,100.000000
-218.040000,194.120000,100.000000
-216.200000,197.800000,100.000000
-215.280000,197.800000,100.000000
-215.280000,194.120000,100.000000
-218.040000,195.960000,100.000000
-216.200000,195.960000,100.000000
-215.280000,191.360000,100.000000
-215.280000,193.200000,100.000000
-217.120000,194.120000,100.000000
-217.120000,192.280000,100.000000
-217.120000,197.800000,100.000000
-217.120000,191.360000,100.000000
-216.200000,195.040000,100.000000
-216.200000,195.040000,100.000000
-215.280000,194.120000,100.000000
-217.120000,192.280000,100.000000
-217.120000,198.720000,100.000000
-214.360000,198.720000,100.000000
-215.280000,197.800000,100.000000
-216.200000,197.800000,100.000000
-216.200000,197.800000,100.000000
-218.040000,195.960000,100.000000
-217.120000,195.960000,100.000000
-217.120000,195.960000,100.000000
-216.200000,196.880000,100.000000
-217.120000,195.960000,100.000000
-214.360000,198.720000,100.000000
-216.200000,195.960000,100.000000
-217.120000,196.880000,100.000000
-216.200000,195.040000,100.000000
-217.120000,195.960000,100.000000
-216.200000,195.040000,100.000000
-216.200000,193.200000,100.000000
-216.200000,193.200000,100.000000
-217.120000,195.040000,100.000000
-216.200000,195.040000,100.000000
-214.360000,195.960000,100.000000
-216.200000,195.040000,100.000000
-215.280000,195.960000,100.000000
-217.120000,193.200000,100.000000
-216.200000,192.280000,100.000000
-216.200000,195.960000,100.000000
-216.200000,195.960000,100.000000
-216.200000,195.960000,100.000000
-216.200000,193.200000,100.000000
-217.120000,194.120000,100.000000
-216.200000,191.360000,100.000000
-216.200000,196.880000,100.000000
-216.200000,191.360000,100.000000
-216.200000,192.280000,100.000000
-218.040000,195.040000,100.000000
-217.120000,194.120000,100.000000
-216.200000,192.280000,100.000000
-216.200000,192.280000,100.000000
-214.360000,198.720000,100.000000
-217.120000,192.280000,100.000000
-217.120000,196.880000,100.000000
-215.280000,195.040000,100.000000
-216.200000,195.040000,100.000000
-215.280000,197.800000,100.000000
-213.440000,194.120000,100.000000
-217.120000,194.120000,100.000000
-215.280000,199.640000,100.000000
-215.280000,199.640000,100.000000
-217.120000,192.280000,100.000000
-216.200000,198.720000,100.000000
-216.200000,195.960000,100.000000
-216.200000,196.880000,100.000000
-217.120000,196.880000,100.000000
-216.200000,196.880000,100.000000
-217.120000,194.120000,100.000000
-217.120000,198.720000,100.000000
-216.200000,194.120000,100.000000
-216.200000,194.120000,100.000000
-216.200000,195.960000,100.000000
-216.200000,196.880000,100.000000
-216.200000,195.040000,100.000000
-218.040000,194.120000,100.000000
-217.120000,194.120000,100.000000
-215.280000,197.800000,100.000000
-216.200000,195.040000,100.000000
-216.200000,194.120000,100.000000
-217.120000,196.880000,100.000000
-217.120000,196.880000,100.000000
-216.200000,198.720000,100.000000
-216.200000,195.960000,100.000000
-216.200000,198.720000,100.000000
-217.120000,195.960000,100.000000
-217.120000,197.800000,100.000000
-216.200000,195.040000,100.000000
-216.200000,194.120000,100.000000
-217.120000,197.800000,100.000000
-217.120000,195.960000,100.000000
-217.120000,195.960000,100.000000
-217.120000,195.040000,100.000000
-216.200000,193.200000,100.000000
-216.200000,195.040000,100.000000
-215.280000,196.880000,100.000000
-217.120000,196.880000,100.000000
-217.120000,194.120000,100.000000
-216.200000,195.960000,100.000000
-216.200000,195.040000,100.000000
-217.120000,197.800000,100.000000
-216.200000,195.960000,100.000000
-217.120000,192.280000,100.000000
-216.200000,198.720000,100.000000
-218.040000,193.200000,100.000000
-215.280000,196.880000,100.000000
-216.200000,198.720000,100.000000
-215.280000,196.880000,100.000000
-216.200000,195.960000,100.000000
-216.200000,193.200000,100.000000
-217.120000,190.440000,100.000000
-217.120000,190.440000,100.000000
-217.120000,196.880000,100.000000
-216.200000,197.800000,100.000000
-216.200000,193.200000,100.000000
-215.280000,197.800000,100.000000
-214.360000,196.880000,100.000000
-217.120000,196.880000,100.000000
-215.280000,195.040000,100.000000
-216.200000,195.960000,100.000000
-215.280000,194.120000,100.000000
-216.200000,194.120000,100.000000
-217.120000,191.360000,100.000000
-215.280000,195.960000,100.000000
-217.120000,194.120000,100.000000
-216.200000,194.120000,100.000000
-217.120000,195.960000,100.000000
-216.200000,196.880000,100.000000
-215.280000,196.880000,100.000000
-218.960000,195.040000,100.000000
-216.200000,195.960000,100.000000
-217.120000,195.040000,100.000000
-217.120000,195.040000,100.000000
-217.120000,195.960000,100.000000
-217.120000,195.960000,100.000000
-218.040000,198.720000,100.000000
-217.120000,195.040000,100.000000
-215.280000,195.960000,100.000000
-218.040000,195.040000,100.000000
-217.120000,196.880000,100.000000
-217.120000,193.200000,100.000000
-217.120000,193.200000,100.000000
-215.280000,197.800000,100.000000
-216.200000,196.880000,100.000000
-216.200000,195.040000,100.000000
-217.120000,195.040000,100.000000
-214.360000,195.960000,100.000000
-215.280000,197.800000,100.000000
-217.120000,195.960000,100.000000
-217.120000,193.200000,100.000000
-217.120000,196.880000,100.000000
-215.280000,195.960000,100.000000
-218.040000,196.880000,100.000000
-216.200000,195.040000,100.000000
-217.120000,194.120000,100.000000
-215.280000,198.720000,100.000000
-215.280000,194.120000,100.000000
-218.040000,196.880000,100.000000
-217.120000,195.960000,100.000000
-215.280000,194.120000,100.000000
-217.120000,199.640000,100.000000
-217.120000,199.640000,100.000000
-217.120000,191.360000,100.000000
-217.120000,194.120000,100.000000
-215.280000,195.960000,100.000000
-216.200000,195.960000,100.000000
-215.280000,193.200000,100.000000
-216.200000,195.960000,100.000000
-216.200000,195.040000,100.000000
-218.040000,196.880000,100.000000
-218.040000,195.960000,100.000000
-218.040000,195.960000,100.000000
-215.280000,197.800000,100.000000
-217.120000,195.960000,100.000000
-217.120000,195.960000,100.000000
-216.200000,195.960000,100.000000
-214.360000,196.880000,100.000000
-217.120000,195.040000,100.000000
-217.120000,199.640000,100.000000
-217.120000,193.200000,100.000000
-216.200000,195.960000,100.000000
-216.200000,195.960000,100.000000
-217.120000,195.040000,100.000000
-217.120000,195.960000,100.000000
-217.120000,194.120000,100.000000
-215.280000,195.040000,100.000000
-214.360000,195.040000,100.000000
-217.120000,195.040000,100.000000
-216.200000,197.800000,100.000000
-215.280000,196.880000,100.000000
-217.120000,196.880000,100.000000
-217.120000,196.880000,100.000000
-217.120000,196.880000,100.000000
-218.040000,197.800000,100.000000
-215.280000,196.880000,100.000000
-216.200000,196.880000,100.000000
-216.200000,195.040000,100.000000
-216.200000,194.120000,100.000000
-218.040000,191.360000,100.000000
-217.120000,191.360000,100.000000
-217.120000,197.800000,100.000000
-217.120000,197.800000,100.000000
-215.280000,195.960000,100.000000
-216.200000,195.040000,100.000000
-218.960000,195.960000,100.000000
-216.200000,197.800000,100.000000
-217.120000,196.880000,100.000000
-217.120000,196.880000,100.000000
-215.280000,198.720000,100.000000
-216.200000,195.040000,100.000000
-217.120000,195.960000,100.000000
-217.120000,196.880000,100.000000
-217.120000,196.880000,100.000000
-217.120000,196.880000,100.000000
-216.200000,195.960000,100.000000
-217.120000,194.120000,100.000000
-216.200000,195.040000,100.000000
-216.200000,197.800000,100.000000
-216.200000,194.120000,100.000000
-216.200000,195.960000,100.000000
-215.280000,197.800000,100.000000
-215.280000,195.040000,100.000000
-217.120000,195.960000,100.000000
-215.280000,196.880000,100.000000
-215.280000,196.880000,100.000000
-216.200000,196.880000,100.000000
-215.280000,198.720000,100.000000
-214.360000,195.040000,100.000000
-218.040000,196.880000,100.000000
-214.360000,197.800000,100.000000
-218.040000,197.800000,100.000000
-217.120000,191.360000,100.000000
-216.200000,195.040000,100.000000
-215.280000,195.040000,100.000000
-217.120000,193.200000,100.000000
-217.120000,196.880000,100.000000
-215.280000,194.120000,100.000000
-216.200000,199.640000,100.000000
-217.120000,196.880000,100.000000
